"Human Gene" "Gene"
"15454" "PRR22" "Prr22"
"15455" "ALKBH8" "Alkbh8"
"15456" "DNM1" "Dnm1"
"15457" "RFX2" "Rfx2"
"15458" "NCBP1" "Ncbp1"
"15459" "VNN1" "Vnn1"
"15460" "RAB11FIP1" "Rab11fip1"
"15461" "AUP1" "Aup1"
"15462" "MYOZ2" "Myoz2"
"15463" "TAAR1" "Taar1"
"15464" "TAAR2" "Taar2"
"15465" NA "Taar3"
"15466" NA "Taar4"
"15467" "TAAR5" "Taar5"
"15468" NA "Taar6"
"15469" NA "Taar7a"
"15470" "PDC" "Pdc"
"15471" NA "Taar7b"
"15472" NA "Xntrpc"
"15473" NA "Taar7d"
"15474" NA "Taar7e"
"15475" NA "Taar7f"
"15476" "TAAR8" "Taar8a"
"15477" "ALX3" "Alx3"
"15478" "TAAR8" "Taar8b"
"15479" "TAAR8" "Taar8c"
"15480" "TAAR9" "Taar9"
"15481" "CADM3" "Cadm3"
"15482" "XPA" "Xpa"
"15483" "STRIP1" "Strip1"
"15484" "GOT1L1" "Got1l1"
"15485" "MPC1" "Mpc1"
"15486" "ADRB3" "Adrb3"
"15487" "OSBP2" "Osbp2"
"15488" "REV3L" "Rev3l"
"15489" "FOXE1" "Foxe1"
"15490" "EIF4EBP1" "Eif4ebp1"
"15491" "TRMO" "Trmo"
"15492" "AIM2" "Aim2"
"15493" "THBS2" "Thbs2"
"15494" NA "Tex24"
"15495" "CWF19L2" "Cwf19l2"
"15496" "CALU" "Calu"
"15497" "CHRNB3" "Chrnb3"
"15498" "AHCYL1" "Ahcyl1"
"15499" "PHOX2B" "Phox2b"
"15500" "HEMGN" "Hemgn"
"15501" "TMEM33" "Tmem33"
"15502" "CHST8" "Chst8"
"15503" "ANP32B" "Anp32b"
"15504" "WDR27" "Wdr27"
"15505" "CHRNA6" "Chrna6"
"15506" "GUCY1A2" "Gucy1a2"
"15507" NA "Mfsd4b2"
"15508" NA "Trpc2"
"15509" "CSF1" "Csf1"
"15510" NA "Poteg"
"15511" "NANS" "Nans"
"15512" "AASDHPPT" "Aasdhppt"
"15513" "C5orf52" "4921536K21Rik"
"15514" "MFSD4B" "Mfsd4b5"
"15515" "DUSP18" "Dusp18"
"15516" "OPN1SW" "Opn1sw"
"15517" "SLC35E4" "Slc35e4"
"15518" "TRIM14" "Trim14"
"15519" "MNDA" "Ifi204"
"15520" "PALB2" "Palb2"
"15521" "DHX40" "Dhx40"
"15522" "KBTBD3" "Kbtbd3"
"15523" "TEX29" "Tex29"
"15524" "FLNC" "Flnc"
"15525" "MSANTD4" "Msantd4"
"15526" "C6orf120" "1600012H06Rik"
"15527" "GRIA4" "Gria4"
"15528" "MNDA" "Mndal"
"15529" "EIF2B4" "Eif2b4"
"15530" "MFSD4B" "Mfsd4b1"
"15531" "SOX1" "Sox1"
"15532" "PHF10" "Phf10"
"15533" "CORO2A" "Coro2a"
"15534" "ZBTB24" "Zbtb24"
"15535" "SPACA7" "Spaca7"
"15536" "TUBGCP3" "Tubgcp3"
"15537" "MICAL1" "Mical1"
"15538" "YPEL2" "Ypel2"
"15539" "GDPD1" "Gdpd1"
"15540" "TBC1D2" "Tbc1d2"
"15541" NA "Gm10961"
"15542" "HIPK1" "Hipk1"
"15543" "GABBR2" "Gabbr2"
"15544" "SMG8" "Smg8"
"15545" "ERMARD" "Ermard"
"15546" "CASP1" "Casp1"
"15547" "CARD16" "Casp1"
"15548" "PRR11" "Prr11"
"15549" "PEPD" "Pepd"
"15550" NA "Casp4"
"15551" "SKA2" "Ska2"
"15552" "ANKS6" "Anks6"
"15553" "ATP11A" "Atp11a"
"15554" "CASP12" "Casp12"
"15555" "TCN2" "Tcn2"
"15556" "METRN" "Metrn"
"15557" "CEBPG" "Cebpg"
"15558" "SLC30A9" "Slc30a9"
"15559" "RAB40C" "Rab40c"
"15560" "ART5" "Art5"
"15561" "GALNT12" "Galnt12"
"15562" NA "Ifi203"
"15563" "CCDC136" "Ccdc136"
"15564" "DCTN5" "Dctn5"
"15565" "PDGFD" "Pdgfd"
"15566" "COL15A1" "Col15a1"
"15567" "RAB11FIP3" "Rab11fip3"
"15568" "OLFML3" "Olfml3"
"15569" "ART1" "Art1"
"15570" "DDI1" "Ddi1"
"15571" NA "4930556J24Rik"
"15572" "RAP2B" "Rap2b"
"15573" "PES1" "Pes1"
"15574" "S100A11" "S100a11"
"15575" "DYNC2H1" "Dync2h1"
"15576" "MNDA" "Ifi202b"
"15577" "S100A10" "S100a10"
"15578" "TK2" "Tk2"
"15579" "PLK1" "Plk1"
"15580" "SPOP" "Tdpoz2"
"15581" "SPOP" "Tdpoz1"
"15582" "MNDA" "Ifi205"
"15583" "SPOP" "Gm5773"
"15584" "CHD1L" "Chd1l"
"15585" "CHRNA10" "Chrna10"
"15586" "CYFIP1" "Cyfip1"
"15587" "TRIM37" "Trim37"
"15588" "TPR" "Tpr"
"15589" "ATXN2" "Atxn2"
"15590" "SMPD2" "Smpd2"
"15591" "CKLF" "Cklf"
"15592" "FMO5" "Fmo5"
"15593" "TGFBR1" "Tgfbr1"
"15594" "VHL" "Vhl"
"15595" "VHLL" "Vhl"
"15596" "AXIN1" "Axin1"
"15597" "IRAK2" "Irak2"
"15598" "GAL3ST1" "Gal3st1"
"15599" "PPIL6" "Ppil6"
"15600" "PRKAB2" "Prkab2"
"15601" "PPM1E" "Ppm1e"
"15602" "CMTM2" "Cmtm2a"
"15603" "CD164" "Cd164"
"15604" "PDE4DIP" "Pde4dip"
"15605" "NR4A3" "Nr4a3"
"15606" "SEC14L4" "Sec14l4"
"15607" "CMTM2" "Cmtm2b"
"15608" "CEP57L1" "Cep57l1"
"15609" "NEURL1B" "Neurl1b"
"15610" "CMTM3" "Cmtm3"
"15611" "STX17" "Stx17"
"15612" "GRM4" "Grm4"
"15613" "CMTM4" "Cmtm4"
"15614" "RAD51C" "Rad51c"
"15615" "ERP44" "Erp44"
"15616" "DYNC1LI2" "Dync1li2"
"15617" "INVS" "Invs"
"15618" "GHRL" "Ghrl"
"15619" "SEC14L3" "Sec14l3"
"15620" "SNX17" "Snx17"
"15621" "HMGA1" "Hmga1"
"15622" "SPTA1" "Spta1"
"15623" "SEC13" "Sec13"
"15624" "MTFP1" "Mtfp1"
"15625" "TERB1" "Terb1"
"15626" "TEX10" "Tex10"
"15627" "ATP2B2" "Atp2b2"
"15628" "TEX14" "Tex14"
"15629" "NELFB" "Nelfb"
"15630" "PDSS2" "Pdss2"
"15631" "MSANTD3" "Msantd3"
"15632" NA "Mptx1"
"15633" "TMEFF1" "Tmeff1"
"15634" "FMN2" "Fmn2"
"15635" "STPG3" "Stpg3"
"15636" "BEND3" "Bend3"
"15637" "NAE1" "Nae1"
"15638" "DLG4" "Dlg4"
"15639" "SEC22B" "Sec22b"
"15640" "BEND4" "Bend4"
"15641" "GREM2" "Grem2"
"15642" "CD24" "Cd24a"
"15643" "RGS7" "Rgs7"
"15644" "TUBB4B" "Tubb4b"
"15645" "PLPPR1" "Plppr1"
"15646" NA "Gm4861"
"15647" NA "F930017D23Rik"
"15648" "DDIT4L" "Ddit4l"
"15649" "ZNF513" "Zfp513"
"15650" "SLC34A3" "Slc34a3"
"15651" NA "Gm10273"
"15652" "PLA2G12B" "Pla2g12b"
"15653" NA "Acnat2"
"15654" "OIT3" "Oit3"
"15655" "PPM1G" "Ppm1g"
"15656" NA "Acnat1"
"15657" "BAAT" "Baat"
"15658" "MCU" "Mcu"
"15659" "CA7" "Car7"
"15660" "MRPL50" "Mrpl50"
"15661" "RNF224" "Rnf224"
"15662" NA "Gm9970"
"15663" "CYSRT1" "Cysrt1"
"15664" "SH2B3" "Sh2b3"
"15665" "ZNF189" "Zfp189"
"15666" "RNF208" "Rnf208"
"15667" "FH" "Fh1"
"15668" "SELENBP1" "Selenbp2"
"15669" NA "Ndor1"
"15670" "ALDOB" "Aldob"
"15671" "CIZ1" "Ciz1"
"15672" NA "Gm10322"
"15673" "MICU1" "Micu1"
"15674" NA "Gm11020"
"15675" "PDP2" "Pdp2"
"15676" "CDH16" "Cdh16"
"15677" "KMO" "Kmo"
"15678" "RNF20" "Rnf20"
"15679" "CGN" "Cgn"
"15680" "HOXA13" "Hoxa13"
"15681" "LRGUK" "Lrguk"
"15682" "ERN2" "Ern2"
"15683" "DCUN1D5" "Dcun1d5"
"15684" "MMP13" "Mmp13"
"15685" "NRBP1" "Nrbp1"
"15686" "OPN3" "Opn3"
"15687" "CHML" "Chml"
"15688" "NUDT3" "Nudt3"
"15689" "MMP12" "Mmp12"
"15690" "HMCN1" "Hmcn1"
"15691" "CHP2" "Chp2"
"15692" "SLC35B4" "Slc35b4"
"15693" "NIPA2" "Nipa2"
"15694" "RRAD" "Rrad"
"15695" "DNAJB12" "Dnajb12"
"15696" "RPS10" "Rps10"
"15697" "PSMB4" "Psmb4"
"15698" "GRIN3A" "Grin3a"
"15699" "SELENBP1" "Selenbp1"
"15700" "NIPA1" "Nipa1"
"15701" "ELMO2" "Elmo2"
"15702" "PRF1" "Prf1"
"15703" "CES2" "Ces2a"
"15704" "PACSIN1" "Pacsin1"
"15705" "PRKCB" "Prkcb"
"15706" "PPP3R2" "Ppp3r2"
"15707" "PALD1" "Pald1"
"15708" "RFX5" "Rfx5"
"15709" "SMC2" "Smc2"
"15710" "CUX2" "Cux2"
"15711" "IL23R" "Il23r"
"15712" "NODAL" "Nodal"
"15713" "TACSTD2" "Tacstd2"
"15714" "EIF4EBP2" "Eif4ebp2"
"15715" NA "D830039M14Rik"
"15716" "LRRC20" "Lrrc20"
"15717" "ING4" "Ing4"
"15718" "CES2" "Ces2b"
"15719" "MMP1" "Mmp1b"
"15720" "NPFFR1" "Npffr1"
"15721" "PPA1" "Ppa1"
"15722" "VSTM5" "Vstm5"
"15723" "CACNG3" "Cacng3"
"15724" "CES2" "Ces2c"
"15725" "MED17" "Med17"
"15726" "KRTCAP3" "Krtcap3"
"15727" "RBBP6" "Rbbp6"
"15728" "SAR1A" "Sar1a"
"15729" "WDR64" "Wdr64"
"15730" "ACRBP" "Acrbp"
"15731" "C11orf54" "4931406C07Rik"
"15732" "SPDEF" "Spdef"
"15733" "CES2" "Ces2e"
"15734" "PI4KB" "Pi4kb"
"15735" "COL13A1" "Col13a1"
"15736" "SCUBE3" "Scube3"
"15737" "IFT172" "Ift172"
"15738" "LPAR5" "Lpar5"
"15739" NA "Vma21-ps"
"15740" NA "Toporsl"
"15741" "TAF1D" "Taf1d"
"15742" "CES2" "Ces2f"
"15743" "NUP98" "Nup98"
"15744" "ABCA1" "Abca1"
"15745" "CLEC2D" "Clec2h"
"15746" "KLRB1" "Klrb1"
"15747" "CES2" "Ces2g"
"15748" "DBI" "Dbi"
"15749" "KLRB1" "Klrb1a"
"15750" NA "Ces2h"
"15751" NA "3110009E18Rik"
"15752" "ZNF687" "Zfp687"
"15753" "STEAP3" "Steap3"
"15754" "GPRC5A" "Gprc5a"
"15755" "SLC44A1" "Slc44a1"
"15756" "GPRC5D" "Gprc5d"
"15757" "FNDC4" "Fndc4"
"15758" NA "Defb33"
"15759" NA "Gm15056"
"15760" "HEBP1" "Hebp1"
"15761" NA "Gm6040"
"15762" "DEFA4" "AY761185"
"15763" "DEFA6" "AY761185"
"15764" "DEFA1" "AY761185"
"15765" "DEFA1B" "AY761185"
"15766" "DEFA3" "AY761185"
"15767" "DEFA5" "AY761185"
"15768" "CEP295" "Cep295"
"15769" "DEFA4" "Defa21"
"15770" "DEFA6" "Defa21"
"15771" "DEFA1" "Defa21"
"15772" "DEFA1B" "Defa21"
"15773" "DEFA3" "Defa21"
"15774" "DEFA5" "Defa21"
"15775" "DEFA4" "Defa23"
"15776" "DEFA6" "Defa23"
"15777" "DEFA1" "Defa23"
"15778" "DEFA1B" "Defa23"
"15779" "DEFA3" "Defa23"
"15780" "DEFA5" "Defa23"
"15781" "FAM234B" "Fam234b"
"15782" "PSMD4" "Psmd4"
"15783" "DEFA4" "Defa35"
"15784" "DEFA6" "Defa35"
"15785" "DEFA1" "Defa35"
"15786" "DEFA1B" "Defa35"
"15787" "DEFA3" "Defa35"
"15788" "DEFA5" "Defa35"
"15789" NA "Gm5424"
"15790" "ADAM32" "Adam32"
"15791" "C1QL2" "C1ql2"
"15792" "MARCO" "Marco"
"15793" "GCKR" "Gckr"
"15794" "ZNF76" "Zfp523"
"15795" "NEUROG3" "Neurog3"
"15796" "CD84" "Cd84"
"15797" "TSPAN15" "Tspan15"
"15798" "GSG1" "Gsg1"
"15799" "PPP1CC" "Ppp1cc"
"15800" "TACR2" "Tacr2"
"15801" "SLAMF6" "Slamf6"
"15802" "HK1" "Hk1"
"15803" "FKTN" "Fktn"
"15804" "ZDHHC2" "Zdhhc2"
"15805" "PIP5K1A" "Pip5k1a"
"15806" "TNRC6A" "Tnrc6a"
"15807" "PEBP1" "Pbp2"
"15808" "TAL2" "Tal2"
"15809" "B4GALT3" "B4galt3"
"15810" "EMP1" "Emp1"
"15811" "TMEM38B" "Tmem38b"
"15812" "SEC14L2" "Sec14l2"
"15813" "CNOT7" "Cnot7"
"15814" "ZNF512" "Zfp512"
"15815" "RNF215" "Rnf215"
"15816" "ZNF462" "Zfp462"
"15817" "KLRB1" "Klrb1c"
"15818" "PPOX" "Ppox"
"15819" "TGFBR2" "Tgfbr2"
"15820" "PITPNC1" "Pitpnc1"
"15821" "NPY1R" "Npy1r"
"15822" NA "Gm44511"
"15823" "RSC1A1" "Ddi2"
"15824" "KLRB1" "Klrb1b"
"15825" "NAF1" "Naf1"
"15826" NA "Ccdc121"
"15827" "HVCN1" "Hvcn1"
"15828" "NDOR1" "Ndor1"
"15829" "NAT1" "Nat1"
"15830" "NAT2" "Nat1"
"15831" "RSC1A1" "Rsc1a1"
"15832" "AGMAT" "Agmat"
"15833" "NAT1" "Nat2"
"15834" "NAT2" "Nat2"
"15835" "SLC5A11" "Slc5a11"
"15836" "DEF6" "Def6"
"15837" "UFC1" "Ufc1"
"15838" "CCDC157" "Ccdc157"
"15839" "NAT1" "Nat3"
"15840" "NAT2" "Nat3"
"15841" "KRI1" "Kri1"
"15842" "DNAJC16" "Dnajc16"
"15843" "PSD3" "Psd3"
"15844" NA "BC035044"
"15845" "POGZ" "Pogz"
"15846" "CLEC2D" "Clec2i"
"15847" "GPN1" "Gpn1"
"15848" "DEDD" "Dedd"
"15849" "CASP9" "Casp9"
"15850" "CDKN2D" "Cdkn2d"
"15851" "ASGR1" "Asgr1"
"15852" "AP1M2" "Ap1m2"
"15853" "PPARD" "Ppard"
"15854" "TCTN1" "Tctn1"
"15855" "CELA2A" "Cela2a"
"15856" "CELA2B" "Cela2a"
"15857" NA "Ndor1"
"15858" "EFHD2" "Efhd2"
"15859" "TMEM203" "Tmem203"
"15860" NA "Zfp663"
"15861" "FHAD1" "Fhad1"
"15862" "FANCE" "Fance"
"15863" "LCN2" "Lcn2"
"15864" "NIT1" "Nit1"
"15865" "SLC44A2" "Slc44a2"
"15866" "PGAP2" "Pgap2"
"15867" "SF3A1" "Sf3a1"
"15868" "SUPT7L" "Supt7l"
"15869" "HKDC1" "Hkdc1"
"15870" "ZNF334" "Zfp334"
"15871" "ADAM9" "Adam9"
"15872" "TM2D2" "Tm2d2"
"15873" "TPRN" "Tprn"
"15874" "SLC4A1AP" "Slc4a1ap"
"15875" "LRRC71" "Lrrc71"
"15876" "HTRA4" "Htra4"
"15877" "PFDN2" "Pfdn2"
"15878" "SUPV3L1" "Supv3l1"
"15879" "OCSTAMP" "Ocstamp"
"15880" "PLEKHN1" "Plekhn1"
"15881" "SSNA1" "Ssna1"
"15882" "PSMD12" "Psmd12"
"15883" "KLHDC9" "Klhdc9"
"15884" "PLEKHA2" "Plekha2"
"15885" "NTRK1" "Ntrk1"
"15886" NA "Rpl10a"
"15887" "PTGES2" "Ptges2"
"15888" "NECTIN4" "Nectin4"
"15889" "ANAPC2" "Anapc2"
"15890" "SH2D2A" "Sh2d2a"
"15891" NA "4930507D05Rik"
"15892" "VPS26A" "Vps26a"
"15893" "KLHL17" "Klhl17"
"15894" "TNFSF15" "Tnfsf15"
"15895" NA "Gm11214"
"15896" NA "Gm12728"
"15897" "ILF3" "Ilf3"
"15898" "UBXN10" "Ubxn10"
"15899" "PRCC" "Prcc"
"15900" "SLC13A3" "Slc13a3"
"15901" "SRGN" "Srgn"
"15902" "MRPL33" "Mrpl33"
"15903" "ARHGAP30" "Arhgap30"
"15904" "PLA2G2C" "Pla2g2c"
"15905" "MRPL24" "Mrpl24"
"15906" "RHOG" "Rhog"
"15907" "ASGR2" "Asgr2"
"15908" "TACC1" "Tacc1"
"15909" "NUDT19" "Nudt19"
"15910" "TEAD3" "Tead3"
"15911" "CDC34" "Cdc34"
"15912" "RGS9BP" "Rgs9bp"
"15913" "PLA2G2F" "Pla2g2f"
"15914" "STIM1" "Stim1"
"15915" "USF1" "Usf1"
"15916" "RBKS" "Rbks"
"15917" "PLA2G2D" "Pla2g2d"
"15918" "HCN2" "Hcn2"
"15919" "TMEM210" "Tmem210"
"15920" "TBC1D10A" "Tbc1d10a"
"15921" "R3HDM4" "R3hdm4"
"15922" "PLA2G5" "Pla2g5"
"15923" "CLIP2" "Clip2"
"15924" "TP53RK" "Trp53rka"
"15925" "LRRC26" "Lrrc26"
"15926" "SLC2A10" "Slc2a10"
"15927" "TJP3" "Tjp3"
"15928" "HERC2" "Herc2"
"15929" "EYA2" "Eya2"
"15930" NA "Gm13030"
"15931" "PLA2G2E" "Pla2g2e"
"15932" "ISG20L2" "Isg20l2"
"15933" "TULP1" "Tulp1"
"15934" "TSTD1" "Tstd1"
"15935" "CRABP2" "Crabp2"
"15936" "CLEC10A" "Mgl2"
"15937" "F11R" "F11r"
"15938" "NES" "Nes"
"15939" "OTUD3" "Otud3"
"15940" "SUGP1" "Sugp1"
"15941" "RPP25L" "Rpp25l"
"15942" "BCAN" "Bcan"
"15943" "DCTN3" "Dctn3"
"15944" "USP21" "Usp21"
"15945" "TM6SF2" "Tm6sf2"
"15946" "HAPLN2" "Hapln2"
"15947" "OSM" "Osm"
"15948" "ARID3C" "Arid3c"
"15949" "ERVFRD-1" "Syna"
"15950" "RFC2" "Rfc2"
"15951" "LIF" "Lif"
"15952" "HDGF" "Hdgf"
"15953" "SIGMAR1" "Sigmar1"
"15954" "HAPLN4" "Hapln4"
"15955" "PIP5K1C" "Pip5k1c"
"15956" "KIAA1549L" "D430041D05Rik"
"15957" "NCAN" "Ncan"
"15958" "HORMAD2" "Hormad2"
"15959" "SLC27A3" "Slc27a3"
"15960" "FKBP5" "Fkbp5"
"15961" "CCL27" "Ccl27a"
"15962" "RFXANK" "Rfxank"
"15963" "CAPN8" "Capn8"
"15964" "INTS3" "Ints3"
"15965" "HIPK3" "Hipk3"
"15966" "QTRT1" "Qtrt1"
"15967" "NR2C2AP" "Nr2c2ap"
"15968" "BORCS8" "Borcs8"
"15969" "ARMC12" "Armc12"
"15970" "MEF2B" "Mef2b"
"15971" "TMED1" "Tmed1"
"15972" "CCDC185" "Ccdc185"
"15973" "GALT" "Galt"
"15974" "SUSD4" "Susd4"
"15975" "YIPF2" "Yipf2"
"15976" "CLPSL2" "Clpsl2"
"15977" "CLPS" "Clps"
"15978" "LHFPL5" "Lhfpl5"
"15979" "ZMYND8" "Zmynd8"
"15980" "TLR5" "Tlr5"
"15981" "SRPK1" "Srpk1"
"15982" "DISP1" "Disp1"
"15983" "LDLR" "Ldlr"
"15984" "TMEM161A" "Tmem161a"
"15985" "NPR1" "Npr1"
"15986" "FOXD3" "Foxd3"
"15987" "ALG6" "Alg6"
"15988" "CACTIN" "Cactin"
"15989" "BROX" "Brox"
"15990" "TBXA2R" "Tbxa2r"
"15991" "ILF2" "Ilf2"
"15992" "SLC31A1" "Slc31a1"
"15993" "GIPC3" "Gipc3"
"15994" "SPC24" "Spc24"
"15995" "CDC26" "Cdc26"
"15996" "HMG20B" "Hmg20b"
"15997" "FOSL2" "Fosl2"
"15998" "CLEC10A" "Clec10a"
"15999" "PRPF4" "Prpf4"
"16000" "KANK2" "Kank2"
"16001" "LAT2" "Lat2"
"16002" "SNAPIN" "Snapin"
"16003" "SLC26A8" "Slc26a8"
"16004" "CHTOP" "Chtop"
"16005" "RNF183" "Rnf183"
"16006" "C19orf38" "AB124611"
"16007" "WDR31" "Wdr31"
"16008" "CSTF3" "Cstf3"
"16009" "AIDA" "Aida"
"16010" "SLC25A42" "Slc25a42"
"16011" "OCA2" "Oca2"
"16012" "ARMC6" "Armc6"
"16013" "GADL1" "Gadl1"
"16014" "MAPK14" "Mapk14"
"16015" "HELZ" "Helz"
"16016" "SUGP2" "Sugp2"
"16017" "HHIPL2" "Hhipl2"
"16018" "TCP11L1" "Tcp11l1"
"16019" "S100A1" "S100a1"
"16020" "GABRG3" "Gabrg3"
"16021" "MFSD12" "Mfsd12"
"16022" "S100A13" "S100a13"
"16023" "S100A14" "S100a14"
"16024" "MIA3" "Mia3"
"16025" "RAB39A" "Rab39"
"16026" "PIN1" "Pin1rt1"
"16027" "DEPDC7" "Depdc7"
"16028" "CDK5R2" "Cdk5r2"
"16029" "CUL5" "Cul5"
"16030" "FEV" "Fev"
"16031" "GABRA5" "Gabra5"
"16032" "S100A16" "S100a16"
"16033" "BSPRY" "Bspry"
"16034" "NXNL1" "Nxnl1"
"16035" "FZR1" "Fzr1"
"16036" "CRYBA2" "Cryba2"
"16037" "QSER1" "Qser1"
"16038" "IGSF9B" "Igsf9b"
"16039" "S100A2" "S100a2"
"16040" "CBLN1" "Cbln1"
"16041" "S100A3" "S100a3"
"16042" "HDHD3" "Hdhd3"
"16043" "C16orf78" "4933402J07Rik"
"16044" "ALAD" "Alad"
"16045" NA "Gm42674"
"16046" "S100A4" "S100a4"
"16047" "TRIM68" "Trim68"
"16048" "EIF4H" "Eif4h"
"16049" "S100A5" "S100a5"
"16050" "CES1" "Ces1d"
"16051" "S100A6" "S100a6"
"16052" "PRRG4" "Prrg4"
"16053" "SPATA19" "Spata19"
"16054" "GABRB3" "Gabrb3"
"16055" NA "Ces1e"
"16056" "CCDC73" "Ccdc73"
"16057" "IHH" "Ihh"
"16058" "CLEC12A" "Clec12a"
"16059" "NHEJ1" "Nhej1"
"16060" "CACNG1" "Cacng1"
"16061" "CPA3" "Cpa3"
"16062" "POLE3" "Pole3"
"16063" "SLC23A3" "Slc23a3"
"16064" "SLC16A11" "Slc16a11"
"16065" "CYP1A2" "Cyp1a2"
"16066" "CLEC12B" "Clec12b"
"16067" "RGS3" "Rgs3"
"16068" "CPB1" "Cpb1"
"16069" "LIMK1" "Limk1"
"16070" "DOHH" "Dohh"
"16071" NA "Ces1f"
"16072" "CYP1A1" "Cyp1a1"
"16073" "CLEC1B" "Clec1b"
"16074" "CNPPD1" "Cnppd1"
"16075" "AGTR1" "Agtr1b"
"16076" "CACNG4" "Cacng4"
"16077" "EIF3M" "Eif3m"
"16078" "CES1" "Ces1g"
"16079" "KCNMB2" "Kcnmb2"
"16080" "EDC3" "Edc3"
"16081" "SLC16A13" "Slc16a13"
"16082" "SMIM24" "Smim24"
"16083" "CLEC9A" "Clec9a"
"16084" "ANKRD27" "Ankrd27"
"16085" "CES1" "Ces1h"
"16086" "CACNG5" "Cacng5"
"16087" "ZMAT3" "Zmat3"
"16088" "NFIC" "Nfic"
"16089" "CLK3" "Clk3"
"16090" "PIK3CA" "Pik3ca"
"16091" "CES5A" "Ces5a"
"16092" "BCL6B" "Bcl6b"
"16093" "PREX1" "Prex1"
"16094" "CLEC1A" "Clec1a"
"16095" NA "Gm21988"
"16096" "ZFP90" "Zfp90"
"16097" "PRKCA" "Prkca"
"16098" "PLB1" "Plb1"
"16099" NA "6030452D12Rik"
"16100" "CDH3" "Cdh3"
"16101" "EFCC1" "Efcc1"
"16102" "KCNMB3" "Kcnmb3"
"16103" "ZNF639" "Zfp639"
"16104" "C9orf43" "4933430I17Rik"
"16105" NA "Gm10073"
"16106" "GP9" "Gp9"
"16107" "APOH" "Apoh"
"16108" "CDH1" "Cdh1"
"16109" "MTAP" "Mtap"
"16110" "RAB43" "Rab43"
"16111" "GLP1R" "Glp1r"
"16112" "TAF1A" "Taf1a"
"16113" "RD3" "Rd3"
"16114" "MFN1" "Mfn1"
"16115" "TANGO6" "Tango6"
"16116" "ISY1" "Isy1"
"16117" NA "Cdkn2a"
"16118" "MTMR4" "Mtmr4"
"16119" "TRAF5" "Traf5"
"16120" "CDKN2B" "Cdkn2b"
"16121" "CHPF" "Chpf"
"16122" "CELF5" "Celf5"
"16123" "OBSL1" "Obsl1"
"16124" "HAS3" "Has3"
"16125" "GNB4" "Gnb4"
"16126" "COPG1" "Copg1"
"16127" "GRIN1" "Grin1"
"16128" "CHTF8" "Chtf8"
"16129" "UMODL1" "Umodl1"
"16130" "NCLN" "Ncln"
"16131" "ATP10A" "Atp10a"
"16132" "SLC25A31" "Slc25a31"
"16133" "TMEM198" "Tmem198"
"16134" "HSPA4L" "Hspa4l"
"16135" "KCNG4" "Kcng4"
"16136" "HSBP1" "Hsbp1"
"16137" "INHA" "Inha"
"16138" "HMCES" "Hmces"
"16139" "STK11IP" "Stk11ip"
"16140" "PDCD5" "Pdcd5"
"16141" "MLYCD" "Mlycd"
"16142" "OSGIN1" "Osgin1"
"16143" "HSF5" "Hsf5"
"16144" "PPP1CB" "Ppp1cb"
"16145" "S1PR4" "S1pr4"
"16146" "GNA15" "Gna15"
"16147" "C17orf49" "0610010K14Rik"
"16148" "RAB7A" "Rab7"
"16149" "GNA11" "Gna11"
"16150" "NECAB2" "Necab2"
"16151" "NICN1" "Nicn1"
"16152" "ELN" "Eln"
"16153" "DPY19L3" "Dpy19l3"
"16154" "KIFC1" "Kifc1"
"16155" "AMT" "Amt"
"16156" "SLC38A8" "Slc38a8"
"16157" "SLC4A3" "Slc4a3"
"16158" "TCTA" "Tcta"
"16159" "MBTPS1" "Mbtps1"
"16160" "NUAK1" "Nuak1"
"16161" "PLK4" "Plk4"
"16162" "RHOA" "Rhoa"
"16163" NA "Usp17ld"
"16164" NA "Adgre4"
"16165" "ARHGAP17" "Arhgap17"
"16166" "CKAP4" "Ckap4"
"16167" "TCP11L2" "Tcp11l2"
"16168" "RPN1" "Rpn1"
"16169" "GPX1" "Gpx1"
"16170" "CLDN4" "Cldn13"
"16171" NA "Zfp119a"
"16172" "USP4" "Usp4"
"16173" NA "Zfp959"
"16174" "COTL1" "Cotl1"
"16175" "POLR3B" "Polr3b"
"16176" NA "Zfp119b"
"16177" "EBI3" "Ebi3"
"16178" "RNASEK" "Rnasek"
"16179" "SLC6A1" "Slc6a1"
"16180" "CLEC4G" "Clec4g"
"16181" "ALOX12" "Alox12"
"16182" "RIMS1" "Rims1"
"16183" "SHD" "Shd"
"16184" NA "Defa27"
"16185" "MGAT4C" "Mgat4c"
"16186" "VDAC3" "Vdac3"
"16187" "FSD1" "Fsd1"
"16188" "FGFR1" "Fgfr1"
"16189" NA "Alox12e"
"16190" NA "Cldn4"
"16191" "CLDN3" "Cldn3"
"16192" "STAP2" "Stap2"
"16193" "ABHD11" "Abhd11"
"16194" "MFSD8" "Mfsd8"
"16195" NA "AW011738"
"16196" "RNF43" "Rnf43"
"16197" "MPND" "Mpnd"
"16198" "MACF1" "Macf1"
"16199" "NTS" "Nts"
"16200" "ABHD18" "Abhd18"
"16201" "C3orf62" "1700102P08Rik"
"16202" "STX1A" "Stx1a"
"16203" "RASSF9" "Rassf9"
"16204" NA "Gm5422"
"16205" "C3orf84" "BC048562"
"16206" "KLHDC8B" "Klhdc8b"
"16207" "SUPT4H1" "Supt4a"
"16208" "SLC40A1" "Slc40a1"
"16209" "CEP112" "Cep112"
"16210" NA "Gm9797"
"16211" "CCDC71" "Ccdc71"
